Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Gene ID	WikiPathways	Reactome Pathways	# Protein Pathway Groups	# Razor Peptides	Abundances (Scaled): F12: Sample, A1	Abundances (Scaled): F8: Sample, A2	Abundances (Scaled): F4: Sample, A3	Abundances (Scaled): F11: Sample, B1	Abundances (Scaled): F7: Sample, B2	Abundances (Scaled): F3: Sample, B3	Abundances (Scaled): F10: Sample, C1	Abundances (Scaled): F6: Sample, C2	Abundances (Scaled): F2: Sample, C3	Abundances (Scaled): F9: Sample, D1	Abundances (Scaled): F5: Sample, D2	Abundances (Scaled): F1: Sample, D3	Abundances (Normalized): F12: Sample, A1	Abundances (Normalized): F8: Sample, A2	Abundances (Normalized): F4: Sample, A3	Abundances (Normalized): F11: Sample, B1	Abundances (Normalized): F7: Sample, B2	Abundances (Normalized): F3: Sample, B3	Abundances (Normalized): F10: Sample, C1	Abundances (Normalized): F6: Sample, C2	Abundances (Normalized): F2: Sample, C3	Abundances (Normalized): F9: Sample, D1	Abundances (Normalized): F5: Sample, D2	Abundances (Normalized): F1: Sample, D3	Abundance: F12: Sample, A1	Abundance: F8: Sample, A2	Abundance: F4: Sample, A3	Abundance: F11: Sample, B1	Abundance: F7: Sample, B2	Abundance: F3: Sample, B3	Abundance: F10: Sample, C1	Abundance: F6: Sample, C2	Abundance: F2: Sample, C3	Abundance: F9: Sample, D1	Abundance: F5: Sample, D2	Abundance: F1: Sample, D3	Found in Sample: [S12] F12: Sample, A1	Found in Sample: [S8] F8: Sample, A2	Found in Sample: [S4] F4: Sample, A3	Found in Sample: [S11] F11: Sample, B1	Found in Sample: [S7] F7: Sample, B2	Found in Sample: [S3] F3: Sample, B3	Found in Sample: [S10] F10: Sample, C1	Found in Sample: [S6] F6: Sample, C2	Found in Sample: [S2] F2: Sample, C3	Found in Sample: [S9] F9: Sample, D1	Found in Sample: [S5] F5: Sample, D2	Found in Sample: [S1] F1: Sample, D3	# Protein Groups	Modifications
FALSE	High	Master Protein	Q9UIG0	Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2	0	14.972	3	4	7	4	1483	170.8	8.48	7.16	4				Pf00439, Pf00628, Pf10537, Pf15612, Pf15613	9031	ENSG00000009954	BAZ1B	"B9EGK3; D3DXE9; hsa:9031; O95039; O95247; O95277; Q6P1K4; Q86UJ6; Q9UIG0"	"IL-18 signaling pathway; 7q11.23 copy number variation syndrome; 10q11.21q11.23 copy number variation syndrome"	"B-WICH complex positively regulates rRNA expression; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"	5	0	187.7	174.2	212.3	115.1	122.7	142.5	57.2	42	53.2	27.9	34	31.2	1519053.019	1409665.129	1718562.942	931227.1948	993228.168	1153097.332	463334.25	340154.9927	430953.9882	225577.9998	274820.7333	252688.4794	990691	1103352.398	1196417.953	747723.8125	802936.4297	1032154.414	463334.25	282048.4863	364604.5898	201136.6426	239313.0469	249427.541	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	A0A0H2XJM3	Uncharacterized protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_1888 PE=4 SV=1	0	14.963	16	1	11	1	100	11.5	4.63	22.3	1				Pf01371	66840136	SAUSA300_1888		"A0A0H2XJM3; saa:SAUSA300_1888"			0	0	76.5	79.7	82.2	88.8	92.6	103.5	113.8	111.6	110.3	108.5	110	122.5	2950282.7	3071417.827	3168131.175	3423861.863	3570482.689	3990696.349	4388016.781	4301174.18	4251755.822	4180759.748	4240418.187	4721920.134	1924105.664	2404015.078	2205568.922	2749171.266	2886416.953	3572131.109	4388016.781	3566432.047	3597158.234	3727774.781	3692543.078	4660983.875	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	1	
FALSE	High	Master Protein	A0A0H2XFD5	Transcriptional regulator, LysR family domain protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0093 PE=3 SV=1	0	14.929	15	4	24	4	286	33.4	5.95	13.32	4				Pf00126, Pf03466		SAUSA300_0093		"A0A0H2XFD5; saa:SAUSA300_0093"			0	0	82.4	75.8	81.1	93	90.6	93.8	110.2	110.1	114.5	105.9	122.7	120	1301636.053	1197784.772	1280580.564	1469244.471	1430509.754	1481084.536	1741107.375	1739138.02	1808248.141	1673242.443	1938600.993	1894953.688	848896.7188	937512.5156	891506.2344	1179721.859	1156439.609	1325740.594	1741107.375	1442052.172	1529851.422	1491946.766	1688127.766	1870499.359	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XHC7	50S ribosomal protein L29 OS=Staphylococcus aureus (strain USA300) OX=367830 GN=rpmC PE=3 SV=1	0	14.908	34	4	132	4	73	8.6	9.77	223.04	4				Pf00831		SAUSA300_2196	rpmC	"A0A0H2XHC7; saa:SAUSA300_2196"			0	0	73.7	71.8	74.6	89.8	91.8	96.1	118.7	116	113.2	112.7	119.2	122.4	158414112.6	154188922.7	160256298	192969480.5	197345893.4	206515396	254989527.9	249145678.5	243271175.3	242219102.9	256089676.8	263039980.9	103313994.7	120684490.3	111566185.5	154943795.1	159536561.9	184854974.2	254989527.9	206585712.4	205817301.9	215974683.5	223002100.7	259645456.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O15144	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1	0	14.89	19	5	18	5	300	34.3	7.36	13.52	5				Pf04045	10109	ENSG00000163466	ARPC2	"hsa:10109; O15144; Q92801; Q9P1D4"	Pathogenic Escherichia coli infection	"Regulation of actin dynamics for phagocytic cup formation; FCGR3A-mediated phagocytosis; RHO GTPases Activate WASPs and WAVEs; Clathrin-mediated endocytosis; EPHB-mediated forward signaling"	6	0	199.7	200.4	199.7	130.3	119	114.1	53.9	51.7	51.2	29.1	27	23.9	3931374.698	3945013.956	3930874.681	2565646.582	2341578.372	2245479.263	1061280.143	1017601.84	1007944.439	572375.9143	532245.0688	470703.6184	2563951.016	3087783.418	2736570.727	2060071.973	1892957.367	2009961.578	1061280.143	843771.4121	852761.9629	510359.0322	463477.3643	464629.2002	High	High	High	High	High	High	High	High	Peak Found	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q15008	26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1	0	14.89	9	3	7	3	389	45.5	5.62	6.08	3				Pf01399, Pf10602	9861	ENSG00000163636	PSMD6	"A8K2E0; E9PHI9; hsa:9861; Q15008; Q6UV22"	"Proteasome degradation; Alzheimer's disease and miRNA effects; Parkin-ubiquitin proteasomal system pathway; Alzheimer's disease"	"AUF1 (hnRNP D0) binds and destabilizes mRNA; Regulation of expression of SLITs and ROBOs; ABC-family proteins mediated transport; Neutrophil degranulation; Ub-specific processing proteases; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Somitogenesis; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	64	0	176.5	185	204.2	120.4	122.3	117.1	53.9	61.5	60.1	35.9	33.5	29.6	2056501.537	2155641.366	2379248.498	1402743.597	1424303.114	1363764.799	627316.7813	716607.671	699619.6832	418452.0051	390618.0041	344313.355	1341202.406	1687231.969	1656369.719	1126325.344	1151422.094	1220725.969	627316.7813	594194.1563	591906.6875	373112.7656	340148.9531	339870	High	Peak Found	High	High	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q13409	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3	0	14.877	10	3	16	3	638	71.4	5.2	2.55	3				Pf00400, Pf11540	1781	ENSG00000077380	DYNC1I2	"B7ZA04; D3DPD4; D3DPD5; D3DPD6; hsa:1781; Q13409; Q32LY9; Q53S84; Q5BJF8; Q7Z4X1; Q96NG7; Q96S87; Q9BXZ5; Q9NT58"	"Ciliary landscape; Intraflagellar transport proteins binding to dynein"	"HCMV Early Events; Separation of Sister Chromatids; Aggrephagy; Regulation of PLK1 Activity at G2/M Transition; MHC class II antigen presentation; Resolution of Sister Chromatid Cohesion; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; COPI-mediated anterograde transport; COPI-independent Golgi-to-ER retrograde traffic; EML4 and NUDC in mitotic spindle formation; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Anchoring of the basal body to the plasma membrane; AURKA Activation by TPX2; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	21	0	222.4	195.4	227.6	134.3	122.5	134.5	45.2	50.5	50.1	6.6	11		1932872.383	1698010.945	1977560.256	1166702.881	1064333.459	1168758.322	392845.9961	438631.3145	435131.6974	57781.88503	95659.15292		1260574.352	1329042.203	1376725.016	936797.7344	860418.7188	1046172.797	392845.9961	363702.7266	368139.1016	51521.22266	83299.69531		High	High	High	High	High	High	High	Peak Found	High	Peak Found	Peak Found	Not Found	1	
FALSE	High	Master Protein	O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	0	14.862	5	5	15	2	1052	121.8	8.09	7.99	5				Pf00176, Pf00271, Pf09110, Pf09111	8467	ENSG00000153147	SMARCA5	"hsa:8467; O60264"	10q11.21q11.23 copy number variation syndrome	"Deposition of new CENPA-containing nucleosomes at the centromere; B-WICH complex positively regulates rRNA expression; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; NoRC negatively regulates rRNA expression"	5	3	199.3	197.8	200.4	116	126.7	137.4	51.5	46.7	51.2	22.4	24.8	25.8	2423763.136	2405671.886	2437901.891	1410629.182	1541383.335	1671350.752	625950.7813	567694.2118	622356.6989	272898.7609	301720.043	314380.8621	1580721.867	1882932.188	1697202.656	1132657.031	1246071.016	1496050.688	625950.7813	470718.6328	526539.0625	243330.2031	262736.8828	310323.7852	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P48556	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2	0	14.859	15	5	28	5	350	39.6	9.7	6.14	5				Pf10075	5714	ENSG00000099341	PSMD8	"B4DX18; hsa:5714; P48556; Q6P1L7"	"Proteasome degradation; Alzheimer's disease and miRNA effects; Parkin-ubiquitin proteasomal system pathway; Ciliary landscape; Alzheimer's disease"	"Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Regulation of expression of SLITs and ROBOs; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Somitogenesis; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	64	0	193.7	187	187.7	137.2	130.6	119.1	52.9	49.8	46.7	29.7	31.8	33.7	3548837.128	3426062.131	3439493.262	2513920.657	2392494.575	2181985.081	969751.2188	912993.6943	856248.2307	543691.954	581692.0069	616788.8712	2314468.922	2681597.063	2394484.012	2018538.922	1934118.578	1953127	969751.2188	757032.8086	724420.8047	484782.9766	506535.6055	608829.2266	High	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P55010	Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2	0	14.838	14	6	21	6	431	49.2	5.58	6.28	6				Pf01873, Pf02020	1983	ENSG00000100664	EIF5	"hsa:1983; P55010; Q53XB3; Q9H5N2; Q9UG48"	"Translation factors; nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell"	"Ribosomal scanning and start codon recognition; GTP hydrolysis and joining of the 60S ribosomal subunit"	4	0	189.7	191.8	184.2	120.8	120.6	120.2	57.4	59	59.3	18.7	36.4	42	3498536.847	3537355.492	3396602.468	2228372.198	2224678.51	2217068.899	1058094.563	1088274.397	1094476.265	344893.1167	670664.9566	773828.3741	2281664.25	2768706.969	2364624.578	1789259.34	1798454.25	1984531.043	1058094.563	902371.4277	925971.4043	307523.9766	584012.9756	763842.1387	High	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	O95470	Sphingosine-1-phosphate lyase 1 OS=Homo sapiens OX=9606 GN=SGPL1 PE=1 SV=3	0	14.837	10	4	7	4	568	63.5	9.16	9.08	4				Pf00282	8879	ENSG00000166224	SGPL1	"B2RBD4; hsa:8879; O95470; Q7Z732; Q9ULG8; Q9UN89"	"Sphingolipid pathway; Kennedy pathway from sphingolipids; Sphingolipid metabolism overview; Sphingolipid metabolism: integrated pathway; 8p23.1 copy number variation syndrome"	Sphingolipid de novo biosynthesis	6	0	227.8	226	172.7	117.7	120.8	113.6	34.6	54.6	53.3	14.8	33.2	31.1	1464515.845	1452940.206	1109998.106	756459.9533	776313.0841	729997.2511	222189.2422	350891.6422	342519.9473	95012.16122	213364.0917	199959.5095	955123.125	1137224.031	772751.25	607395.4063	627579.9219	653431.2969	222189.2422	290951.0625	289785.7969	84717.60156	185796.793	197379.0371	High	High	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	Met-loss [N-Term]
FALSE	High	Master Protein	A0A0H2XDY7	Uncharacterized protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_1019 PE=4 SV=1	0	14.826	24	3	8	3	144	16.5	5.53	2.9	3				Pf06133		SAUSA300_1019		"A0A0H2XDY7; saa:SAUSA300_1019"			0	0	60.1	77.6	79.7	78.6	104.1	93.6	87.1	109.6	125.2	128.5	136.1	119.7	637050.7709	822004.2907	844020.6828	832078.1875	1102816.782	991879.3909	922937.6172	1161336.612	1326426.135	1360749.833	1441689.343	1267511.033	415469.6758	643387.1328	587584.8203	668112.6563	891529.0547	887845.8594	922937.6172	962952.8906	1122210.422	1213312.703	1255418.633	1251153.836	Peak Found	Peak Found	High	High	Peak Found	High	High	Peak Found	High	Peak Found	High	High	1	
FALSE	High	Master Protein	P49959	Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3	0	14.813	10	5	6	5	708	80.5	5.9	0	5				Pf00149, Pf04152	4361	ENSG00000020922	MRE11	"B3KTC7; hsa:4361; O43475; P49959"	"miRNA regulation of DNA damage response; Homologous recombination; DDX1 as a regulatory component of the Drosha microprocessor; ATM signaling in development and disease ; Breast cancer pathway; Joubert syndrome; DNA repair pathways, full network; SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome; Neurogenesis regulation in the olfactory epithelium; DNA damage response"	"Resolution of D-loop Structures through Holliday Junction Intermediates; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Regulation of TP53 Activity through Phosphorylation; Processing of DNA double-strand break ends; Presynaptic phase of homologous DNA pairing and strand exchange; G2/M DNA damage checkpoint; Cytosolic sensors of pathogen-associated DNA ; Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA); Defective homologous recombination repair (HRR) due to BRCA1 loss of function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function; Impaired BRCA2 binding to PALB2; Meiotic recombination; HDR through Single Strand Annealing (SSA); Impaired BRCA2 binding to RAD51; DNA Damage/Telomere Stress Induced Senescence; Nonhomologous End-Joining (NHEJ); HDR through MMEJ (alt-NHEJ); Sensing of DNA Double Strand Breaks; IRF3-mediated induction of type I IFN"	32	0	209.9	205.4	153	102.4	128.9	136.2	49.3	47.9	60.9	33.2	37.1	35.9	1677754.279	1641483.246	1223172.258	818589.0091	1029965.289	1088641.401	394389.1484	382634.4078	486694.1558	265046.6997	296931.8262	286567.0763	1094192.266	1284797.672	851540.0938	657281.5938	832635.1172	974458.9609	394389.1484	317271.4141	411763.0371	236328.9121	258567.3184	282868.9355	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P61604	10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2	0	14.813	36	5	81	5	102	10.9	8.92	101.09	5				Pf00166	3336	ENSG00000115541	HSPE1	"hsa:3336; O95421; P61604; Q04984; Q53X54; Q9UDH0"		RHOG GTPase cycle	1	0	202.5	183.7	192.8	124.5	126.6	120.7	54.2	57.1	51.8	28.1	29.5	28.4	99000024.98	89837135.04	94286402.48	60857320.47	61904564.4	59030398.41	26496016.18	27921535.62	25328032.96	13755391.34	14406289.58	13883783.54	64565510.56	70316003.69	65639693.42	48865054.56	50044321.66	52838979.5	26496016.18	23151877.9	21428545.32	12264995.84	12544952.53	13704613.66	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P43353	Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens OX=9606 GN=ALDH3B1 PE=1 SV=1	0	14.79	4	2	19	1	468	51.8	7.62	29.31	2				Pf00171	221	ENSG00000006534	ALDH3B1	"A3FMP9; hsa:221; P43353; Q53XL5; Q8N515; Q96CK8"		"Neutrophil degranulation; Sphingolipid de novo biosynthesis"	2	0	213.7	225.5	203.3	110.8	130.8	117.1	43.4	45.8	53.3	22.1	16.5	17.8	301862.2055	318614.4412	287261.8202	156524.3977	184789.8947	165387.7887	61302.27734	64759.3197	75254.97275	31294.21808	23277.89407	25088.0596	196867.5	249381.2188	199984.0625	125680.4141	149386.1563	148041.0469	61302.27734	53696.89844	63668.76563	27903.49219	20270.31836	24764.29883	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9UQ35	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	0	14.789	2	4	12	4	2752	299.4	12.06	13.16	4				Pf08312	23524	ENSG00000167978	SRRM2	"A6NKB9; D3DU97; hsa:23524; O15038; O94803; Q6NSL3; Q6PIM3; Q6PK40; Q8IW17; Q96GY7; Q9P0G1; Q9UHA8; Q9UQ35; Q9UQ36; Q9UQ37; Q9UQ38; Q9UQ40"		mRNA Splicing - Major Pathway	1	0	164.1	181.4	169.9	124.1	126.3	123.3	14.2	70	81.5	67.8	69.6	7.7	2012685.743	2225296.092	2084252.636	1521935.658	1549505.685	1512542.148	174122.3125	858725.3996	999235.5526	830980.6655	853789.0587	94731.87967	1312626.766	1741751.094	1451001.422	1222029.961	1252637.211	1353898.766	174122.3125	712034.8203	845393.8906	740943.9805	743476.8789	93509.36719	High	High	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q92905	COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4	0	14.78	12	4	15	4	334	37.6	6.54	8.38	4				Pf01398, Pf18323	10987	ENSG00000121022	COPS5	"hsa:10987; O15386; Q6AW95; Q86WQ4; Q92905; Q9BQ17"		"Formation of TC-NER Pre-Incision Complex; Cargo recognition for clathrin-mediated endocytosis; Neddylation; DNA Damage Recognition in GG-NER"	4	0	177.2	191.9	201.3	124.5	120.5	133.2	52.5	58.3	53.3	29.7	25.6	32	2101744.739	2275878.766	2388107.73	1476770.579	1429029.458	1580315.373	623171.4922	691665.0739	631907.5015	351913.3743	303982.5584	379956.8174	1370708.969	1781342.422	1662537.281	1185764.906	1155242.922	1414563.578	623171.4922	573512.3438	534619.4297	313783.5898	264707.0742	375053.4844	High	High	High	High	High	High	High	Peak Found	High	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	A0A0H2XG03	Glycine cleavage H-protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0325 PE=4 SV=1	0	14.744	26	2	29	2	110	12.4	4.23	49.76	2				Pf01597		SAUSA300_0325		"A0A0H2XG03; saa:SAUSA300_0325"			0	0	69.4	74.9	76.9	95.1	95.1	93.1	110.8	104.7	119.6	111.4	124.6	124.4	2775495.129	2994239.096	3072001.154	3802202.954	3800995.409	3719944.274	4429916.75	4186405.795	4780834.219	4450734.944	4978832.375	4970217.404	1810113.281	2343606.875	2138645.75	3052958.188	3072765.938	3329776.938	4429916.75	3471268.813	4044780.063	3968498.188	4335551.875	4906076.875	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H9B4	Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4	0	14.741	15	4	26	4	322	35.6	9.07	8.87	4				Pf03820	94081	ENSG00000164466	SFXN1	"B3KPW3; D3DQN2; hsa:94081; Q9H9B4; Q9HA53"	Metabolic Epileptic Disorders		1	0	179.5	207.4	200.8	120.5	125.1	112.9	51.6	56.3	54.6	35	30.4	26	5824141.207	6731509.744	6515626.182	3909705.628	4059175.778	3663686.332	1673232.625	1826504.817	1772075.141	1136475.019	988074.9033	842274.7212	3798369.25	5268788.5	4536006.188	3139276.875	3281481.75	3279419.625	1673232.625	1514494.656	1499247.594	1013338.047	860412.5781	831405.1875	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XID9	NAD-dependent protein deacetylase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=cobB PE=3 SV=1	0	14.734	20	2	12	2	243	27	5.57	8	2				Pf02146		SAUSA300_2157	cobB	"A0A0H2XID9; saa:SAUSA300_2157"			0	0	70.1	75.2	82.3	134.7	43.7	51	147.2	71.6	160	81.3	94.1	188.8	247629.9235	265539.3502	290862.2158	475889.3885	154435.4442	180214.9731	519910.2344	252814.8769	565116.615	287181.1293	332527.0879	666905.6345	161498.4688	207839.0625	202490.5625	382112.7969	124847.2891	161313.0781	519910.2344	209628.125	478111.625	256065.0781	289563.5625	658299.2344	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XIR5	Ornithine carbamoyltransferase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=arcB PE=3 SV=1	0	14.713	15	3	14	2	332	37.5	5.2	11.65	3				Pf00185, Pf02729	50017523	SAUSA300_0062	arcB	"A0A0H2XIR5; saa:SAUSA300_0062"			0	1	74.4	72.2	75.1	91.6	90.7	93.7	116.9	109.1	115.5	113	116.9	130.8	1051984.487	1020705.917	1062006.594	1295352.456	1282843.976	1324265.691	1653105.391	1541660.962	1633457.336	1597858.182	1651960.744	1849224.033	686079.7813	798911.9531	739340.832	1040096.211	1037064.992	1185369.734	1653105.391	1278308.859	1381971.297	1424730.383	1438522.32	1825359.844	Peak Found	Peak Found	High	Peak Found	High	High	High	High	Peak Found	High	High	Peak Found	1	
